GEOID,tri
060375326063,14.697
060650427412,12.288
060650427421,34.103
060650427431,4.123
060375350013,7.28
060375350021,7.0
060375350023,7.0
060375353004,12.806
060375361041,1.414
060375421051,8.66
060375421061,27.713
060372735021,14.387
060371096041,22.045
060371096043,24.536
060375506013,10.05
060372031003,17.176
060372051202,41.255
060375327001,14.107
060375328001,14.107
060375328002,15.427
060375329001,7.616
060650449311,16.823
060650451083,38.562
060650451141,86.574
060650451142,86.574
060372060311,26.363
060372060312,32.047
060372071011,29.394
060372071021,38.171
060372073012,30.968
060372083011,20.857
060372083023,20.857
060372084021,24.799
060372117032,28.965
060372127011,11.269
060377019023,36.892
060378002032,131.118
060650451161,157.506
060659407001,20.248
060659407002,45.782
060650498001,0.0
060650498002,0.0
060376704112,196.436
060377001015,156.115
060377030012,15.297
060374816052,4.123
060374816053,11.576
060374816063,11.79
060374817112,11.576
060375004032,25.179
060375004041,14.663
060816008004,12.649
060816009002,105.906
060816010002,199.444
060650503001,91.613
060710020294,85.884
060710020291,112.486
060710020351,60.836
060710020311,58.898
060710020361,44.733
060375004044,25.179
060375016005,201.047
060375018041,60.844
060375020041,17.521
060375028015,3.162
060375028021,2.0
060378003273,139.115
060378003292,150.672
060375361021,1.414
060610233002,6.325
060610210343,13.342
060610211311,65.154
060610228001,22.249
060610210403,8.185
060710042023,31.113
060378003293,89.939
060375361022,2.236
060375361023,1.732
060375362001,0.0
060816013002,94.08
060816013003,73.389
060816014001,105.2
060710047003,29.933
060710043023,44.306
060710044041,59.076
060710044033,55.154
060710055005,24.372
060710045073,83.481
060710045071,127.016
060710074042,272.053
061150407003,3.742
060816014002,131.583
060816014003,131.583
060816015011,199.444
060710074101,82.656
060710087034,171.096
060710087083,70.711
060190038042,11.225
060190038043,12.207
060190055161,0.0
060190055172,0.0
060990003031,0.0
060990015002,2.236
060990025031,8.124
060990013001,33.466
060990010021,10.149
060990034002,5.385
060990039051,5.657
060990035002,5.0
060990005012,4.0
060390008005,4.0
060190055163,0.0
060190038101,10.954
060190038102,10.954
060190042144,0.0
060190046011,0.0
060190049021,0.0
060190047014,0.0
060190047013,0.0
060990039081,1.732
060990033002,371.399
060990038041,1.732
060990004025,0.0
060990016042,10.198
060990009061,0.0
060990028031,1.0
060990009091,13.454
060990020043,7.616
060990009101,9.849
060990031003,2.236
060990032021,9.899
060990032022,14.731
060990032023,8.602
060990032024,10.1
060390009001,4.69
060390009002,3.606
061130106072,3.317
060190044091,0.0
060190044093,0.0
060190048021,0.0
060190055162,0.0
060190044081,0.0
060190053043,0.0
060190055171,0.0
060190055102,0.0
060190052032,0.0
060990033001,5.0
060990033003,9.434
060990033004,6.708
060990035001,4.583
060190052043,0.0
060710011011,40.841
060710018061,34.67
060710013091,49.79
060710015011,45.771
060710018132,35.889
060710072002,31.654
060710062041,35.341
060710047001,29.933
060971506072,33.926
060971503051,54.845
060971506091,18.248
060971506092,18.248
060971513114,15.62
060710071091,143.265
060710072001,33.838
060710076012,18.52
060710079042,97.939
060710080025,28.965
060710083013,88.685
060375359023,7.0
060375359024,8.367
060375360001,0.0
060375360002,0.0
060816119002,9.22
060855120173,79.044
060855120422,22.383
060855032111,9.798
060816010003,336.118
060816012002,59.447
060816012003,105.2
060816012004,177.172
060816013001,94.08
060855033061,9.0
060855035063,10.1
060855033123,120.673
060855043233,15.395
060855050093,3.464
060855037111,4.69
060855037112,11.533
060855040013,29.034
060855045063,27.386
060110005004,10.488
061010505012,1.732
060855044153,120.719
060855045061,4.472
061010509002,0.0
060990015003,3.742
060990019005,8.062
060990025012,10.247
060990030012,6.245
060990001014,21.448
060990032011,7.28
060990034001,540.548
060990036045,5.292
060990039053,6.245
060990039093,3.317
060990001013,7.483
060750129012,79.58
060750129021,61.286
060750129022,79.58
060750129023,75.2
060750131012,49.92
060750131021,5.477
060750158011,57.463
060750158012,57.463
060750158022,57.463
060750168011,28.601
060750168012,28.601
060750168021,26.268
060750168022,28.601
060750171012,152.056
060750171013,67.082
060750171022,143.161
060750178011,52.326
060750178021,52.326
060750178022,41.725
060750615006,29.933
060750204011,152.056
060990001021,12.41
060990001022,0.0
060990035003,5.099
060990035004,5.385
060990036053,0.0
060990036031,2.236
060990036032,2.236
060990036033,5.292
060390009003,3.317
060390005033,3.873
060390005073,0.0
060530015001,3.162
060730027122,84.528
060730186012,28.548
060730186034,44.922
060730186093,22.068
060730194063,23.812
060730195032,10.488
060371044041,32.939
060371047031,60.415
060990036041,4.899
060530017001,2.449
060530146011,66.257
060530143021,30.887
060530143022,28.425
060530104001,1.0
060530105051,14.799
060530106031,18.947
060530125022,96.286
060530127002,34.293
060371047032,64.156
060371047041,52.697
060371048212,28.071
060371064071,79.234
060371064081,79.234
060371066421,92.271
060371249032,14.213
060371254011,11.874
060371276041,12.369
060371276061,8.888
060371276062,8.888
060371277121,13.748
060371278051,15.133
060371278063,8.367
060371288011,0.0
060371317011,0.0
060371317012,0.0
060371317022,0.0
060372398011,7.141
060372398012,9.798
060372404011,16.125
060650430072,137.63
060650430091,109.138
060650430092,118.478
060650430101,86.741
060650430102,58.549
060372404012,10.724
060374085041,63.812
060374085043,91.755
060374085051,114.987
060374086311,91.613
060374300031,171.19
060374300032,517.737
060374300034,171.19
060374086263,101.975
060375362003,3.606
060375362004,5.385
060375362005,0.0
060375400001,17.378
060375400002,10.392
060650451181,30.952
060650451192,38.562
060374310022,80.969
060374324011,12.166
060374331012,13.266
060373006001,100.235
060373011006,164.657
060373012043,112.054
060373012061,106.189
060373012063,67.417
060373012064,106.189
060373018011,29.631
060371097001,21.84
060371097002,24.9
060371211023,59.279
060816015012,336.118
060650451201,66.806
060650451202,83.295
060650451211,40.137
060650503002,59.372
060650503004,39.636
060650504001,71.784
060371218021,18.762
060371219003,17.607
060371236013,9.899
060371239022,20.05
060371241042,20.421
060371244001,13.416
060371245001,10.344
060371345221,15.78
060371349051,48.198
060371352036,257.307
060371411012,110.014
060372145022,36.139
060372149021,23.281
060372149022,23.281
060372170011,33.882
060816015021,116.705
060816015022,116.705
060816016012,240.044
060816016031,154.942
060816016032,163.34
060816049001,96.0
060650504002,90.548
060650504003,129.63
060650504004,71.673
060710045032,361.608
060710041041,35.496
060710021092,46.336
060710031022,32.665
060710034043,41.869
060710036051,50.339
060372187012,20.809
060372197002,15.969
060372199013,1.0
060372199023,6.403
060372244101,33.705
060372317202,12.042
060372318001,15.133
060372345012,30.708
060372374013,6.0
060372374022,6.0
060372392013,12.649
060372397024,8.66
060372410012,20.543
060377030013,103.015
060710036052,35.029
060710035053,35.341
060710036031,46.26
060610210402,7.616
060610210392,12.923
060610210442,7.81
060610211061,42.226
060379903000,0.0
060379001043,156.895
060379006022,13.928
060375031031,18.708
060375031034,21.284
060375031041,13.379
060375031052,25.826
060375031062,29.933
060610211062,50.329
060710091101,29.547
060710076032,62.008
060710074091,62.008
060710100091,47.202
060710091094,61.351
060710021032,94.816
060710021051,57.446
060710081001,43.578
060375037032,22.361
060375037033,39.925
060375313014,45.343
060375313022,45.343
060375330012,7.616
060375330021,7.616
060730033053,31.032
060730125023,19.621
060375402022,9.95
060375402023,8.367
060375402031,9.95
060375402032,13.229
060375403001,3.464
060375403002,6.633
060375403003,11.045
060375403004,7.81
060375404001,3.464
060375404002,3.162
060375405011,13.229
060990002011,2.0
060710087042,103.325
060710086014,53.582
060710026074,318.134
060710087093,73.926
060710087103,78.746
060710087101,73.926
060710087091,78.746
060710020182,103.889
060990002012,3.0
060990002013,10.909
060990002015,9.644
060990002021,21.19
060990002022,11.958
060990002023,16.062
060990002032,16.248
060990002033,15.0
060990002034,27.368
060990003011,1.0
060990003021,1.0
060990003022,0.0
060990038023,6.245
060710091182,38.131
060710099052,78.173
060710099053,20.616
060710099041,20.567
060710095005,100.876
060990038024,3.742
060990038031,6.0
060710104114,210.326
060710104113,71.937
060710099061,37.868
060710100262,37.736
060710114034,90.951
060971502041,14.387
060971506112,35.1
060971506073,44.17
060971517006,59.431
060971524004,169.535
060971537035,187.029
060971543041,471.111
060971542013,81.517
060971503063,177.542
060971513115,20.05
060971513112,16.279
060971517001,59.228
060373012031,164.657
060373012032,112.054
060816132001,139.546
060710026044,192.821
060710044032,55.154
060710104212,42.755
060710020362,44.733
060710020273,84.309
060710001174,116.773
060710020192,105.451
060971516011,169.871
060971538062,18.974
060971538061,35.313
060710020293,85.884
060710036092,41.0
060710001095,74.753
060710003014,35.341
060710100123,67.35
060710100152,42.083
060710004014,31.417
060855035093,97.658
060855033121,120.673
060855033291,56.258
060855033262,75.598
060855120012,184.77
060855033331,47.043
060855087043,9.849
060855064012,13.528
060375329004,10.296
060375331031,9.274
060375331051,21.424
060375331062,21.424
060375331071,21.024
060375331072,14.697
060375332012,19.026
060375332021,21.424
060855125063,10.488
060855008001,10.863
060855018002,10.296
060375332022,19.026
060375332031,21.024
060990003023,1.0
060990003032,0.0
060990003033,0.0
060990003041,0.0
060990004021,2.236
060990004022,1.414
060990004023,0.0
060990004024,0.0
060990004031,0.0
060990004041,17.117
060990004042,19.026
060990004043,13.675
060990026023,7.746
060990026031,7.55
060990026032,6.856
060990026041,5.568
060990026021,7.071
060750204012,307.654
060750204021,307.654
060750204022,307.654
060750227041,56.178
060750227042,56.178
060750257011,5.099
060750257013,5.099
060750257021,25.298
060750312011,63.174
060750312012,63.174
060750312014,83.69
060750312021,63.174
060750312022,63.174
060750313011,99.167
060750313013,83.69
060375402021,7.81
060375406002,5.916
060375407002,5.196
060530128002,146.332
060530124023,46.357
060530124011,106.085
060530111012,26.038
060530111021,28.601
060530112021,7.55
060530112032,9.539
060530112042,8.246
060530112031,9.0
060650432064,6.403
060650432113,125.312
060650432114,53.0
060650432271,85.088
060650432272,71.414
060650432915,57.096
060650433161,30.757
060650433172,22.978
060650433173,176.136
060650435063,13.191
060650451212,30.463
060650451213,8.367
060650451221,54.644
060650451231,37.094
060650451232,32.202
060650452121,11.225
060650420141,39.038
060650505002,17.349
060650505003,23.345
060650505005,21.817
060650506001,41.749
060730195033,1.0
060650506002,50.517
060710045101,218.92
060710045052,121.033
060710070004,38.471
060710071101,56.214
060710071103,117.524
060710074103,86.741
060730198091,4.243
060730200291,26.777
060730201091,57.55
060730201092,24.31
060730202141,5.099
060371043103,34.641
060371320022,10.247
060371321012,9.95
060371341042,4.123
060990005011,18.974
060990005031,2.828
060990005032,3.873
060990005033,4.0
060990005041,4.359
060990005042,3.742
060990005043,2.449
060990005051,4.583
060990005062,20.445
060990005063,18.974
060990005064,24.31
060990005102,2.828
060990005104,2.828
060610213092,22.825
060610207171,13.856
060610214035,8.832
060610214034,6.782
060610216033,61.571
060610214031,6.782
060710003043,42.743
060371344241,185.189
060371345211,10.488
060371349031,3.317
060371351141,34.554
060371351142,28.583
060371371031,49.639
060371371032,33.451
060371390011,34.67
060371394011,61.123
060374306003,107.791
060374308035,25.397
060374311005,51.196
060710019054,24.759
060710017031,36.29
060710018031,26.833
060710009031,58.189
060710014002,43.0
060710031021,30.43
060710040032,33.015
060710029024,40.299
060374315012,16.613
060374315013,27.586
060374315022,21.095
060374333041,12.61
060374333042,12.61
060374333051,18.33
060374333052,18.33
060374333062,43.359
060373024011,37.363
060373024012,19.875
060373025033,37.363
060373025042,37.363
060373025043,37.363
060373025051,56.276
060710034014,31.953
060710032003,36.633
060710032002,37.537
060710034052,41.869
060710036091,43.795
060710045092,148.068
060710045072,139.789
060710048001,27.946
060710049004,48.857
060373025052,56.276
060373025061,73.689
060373025063,73.689
060373101004,396.312
060373102014,137.88
060373107023,78.46
060374820023,143.391
060371436042,239.27
060371834022,23.13
060371851002,84.758
060371902022,153.99
060371920012,37.947
060710063021,43.44
060710074071,64.187
060710076013,18.574
060710079013,221.355
060710079031,140.734
060710099102,26.42
060710094002,51.682
060710100104,34.943
060371952012,129.487
060371952021,96.442
060371954004,91.826
060371955004,80.561
060372145011,36.139
060372410013,13.964
060372410022,4.583
060372411202,18.248
060372412024,20.025
060372626043,234.389
060372652011,51.313
060710001132,19.468
060710008242,69.145
060710004033,32.296
060710008042,270.924
060710008152,95.99
060710008162,91.619
060372690004,15.748
060372696022,26.363
060372698002,33.015
060372701003,33.015
060372712002,21.932
060379201152,23.58
060379203374,19.621
060371370001,27.441
060379800101,135.595
060710027052,52.811
060710042012,44.8
060710027062,45.486
060710027063,27.893
060710033022,30.822
060710035091,32.249
060710091161,16.971
060710112032,243.688
060379800131,23.812
060375330022,8.307
060375350022,7.0
060375361031,1.414
060375361032,2.236
060375361033,6.557
060375361043,1.414
060375361044,2.0
060376030053,9.381
060376030061,4.123
060376030062,9.381
060376038011,7.746
060376038012,7.746
060710112052,269.707
060710114041,257.666
060710120011,111.018
060710120013,80.821
060710120021,72.277
060376038021,7.746
060376038022,7.746
060376040011,3.464
060730132062,24.98
060730134091,62.49
060730134142,24.042
060730134144,36.592
060375337031,9.055
060375337032,7.28
060375338032,3.162
060375338033,4.123
060375338034,1.0
060375338041,4.123
060375338042,1.0
060375339011,15.524
060375339013,6.403
060990006011,3.162
060990006012,2.449
060990006013,2.449
060990006021,2.236
060990006022,2.0
060855033301,131.393
060855033302,206.487
060855037101,6.782
060855037102,4.69
060730134192,72.842
060730134211,63.797
060971527012,78.467
060971529051,6.481
060971531031,8.062
060971532004,7.348
060971543032,273.675
060990008011,22.782
060990008013,22.204
060990008014,20.075
060990008015,33.466
060990008031,2.449
060375352001,7.28
060375352002,6.633
060375352003,7.416
060855037122,22.935
060855037132,33.196
060855018001,10.296
060855008002,10.863
060855019002,11.533
060855031221,8.718
060971538063,32.016
060855031172,10.536
060150001041,11.18
060150001054,16.186
060150002013,9.798
060150002014,9.434
060552003021,36.62
060552005031,15.232
060552014013,23.643
060552011021,260.872
060552010051,12.61
060552014031,189.889
060552014023,413.564
060552004003,99.423
060750313021,102.893
060750313022,96.447
060750313023,96.447
060750326012,112.129
060750326013,112.129
060750326021,51.769
060750326023,113.318
060750328011,121.836
060750328012,121.836
060750328021,78.422
060750328022,113.318
060750328023,78.422
060750329011,92.493
060750329013,92.493
060750329014,92.493
060750329021,78.422
060750329023,78.422
060816052001,71.596
060750332031,25.652
060750332041,36.428
060750332043,36.428
061110074032,138.586
061110074033,145.379
061110075064,78.987
061110075072,143.649
061110075073,149.225
060816055001,46.637
060816062004,30.594
060816096021,187.216
060816097002,175.3
060816106011,18.788
060816133002,16.0
060816135021,152.151
060816135024,65.666
060816137002,317.052
061110075092,120.349
060530112023,10.954
060530113032,15.811
060530113023,17.664
060530113042,12.53
060530113043,11.832
060530140001,35.114
060530133002,26.249
060650432273,58.779
060650432281,10.677
060650432282,55.118
060650432292,84.605
060650432351,92.288
060650435121,59.195
060650435122,59.195
060375343012,0.0
060375343022,0.0
060375344041,3.162
060375344042,0.0
060375344051,1.0
060375344052,0.0
060650435171,8.718
060650438072,59.169
060650438101,64.117
060650438102,66.866
060650422064,98.417
060650423003,52.924
060650423004,28.071
060730170221,76.538
060730170222,94.25
060730170223,123.701
060375344062,0.0
060375345012,17.176
060990008033,2.449
060990008051,2.646
060990008052,1.414
060990008061,3.0
060990008071,2.646
060990008072,1.414
060990009051,1.0
060990009052,8.185
060990009053,1.0
060990009062,0.0
060990009063,0.0
060990009071,13.675
060650444033,561.46
060650447021,13.601
060650448071,185.892
060650424122,294.552
060650506004,0.0
060650507002,40.522
060650507003,51.264
060650507004,31.828
060990009072,17.117
060650509002,123.77
060710082004,43.578
060710081002,44.181
060710045103,105.631
060710045102,105.631
060710099081,39.799
060710099062,39.522
060710099111,30.692
060610210443,9.055
060610210401,18.493
060610211222,62.482
060610211291,17.664
060610210383,7.0
060190085021,4.0
060190085012,0.0
060374807022,75.366
060374800124,46.033
060371398021,140.904
060190066045,0.0
060190066042,0.0
060190065011,12.124
060190066032,12.166
060190072011,0.0
060190075004,2.0
060730131042,27.641
060190014121,0.0
060190029061,6.403
060190048014,0.0
060190048013,0.0
060190049022,0.0
060190037023,7.616
060371212102,30.822
060371175101,22.316
060371349012,0.0
060375741004,11.662
060372962203,53.009
060375424012,8.66
060372378001,8.124
060375319023,34.728
060372284103,16.583
060730133095,51.352
060670074262,13.784
060670068004,7.616
060670081291,8.602
060590761013,12.042
060590761021,12.961
060590761022,9.695
060590761023,5.477
060590761033,2.0
060590762011,47.781
060590762012,27.713
060374029022,79.467
060374073023,18.028
060372044201,28.496
060372089031,36.428
060372131001,9.11
060372211101,26.851
060371907003,55.48
060374819011,31.225
060378001011,122.266
060375312022,43.232
060375313011,38.432
060375316041,32.909
060770052091,13.229
060770052092,17.833
060770052093,15.297
060770052102,19.925
060770052103,15.524
060770053022,7.071
060770053023,7.874
060770053053,7.483
060770053082,10.1
060590751004,5.0
060590882022,15.067
060590882031,13.892
060590882032,9.0
060590883011,11.0
060590883012,11.0
060590883013,15.067
060375321022,24.839
060375325002,15.62
060375326052,9.798
060375329003,10.296
060375336012,10.63
060375342021,1.0
060650457032,5.916
060770053083,9.592
060770054033,11.045
060670071063,3.162
060375349001,12.41
060375349002,14.387
060375349003,14.387
060375349004,14.387
060990009073,15.62
060990009081,8.426
060990009082,9.381
060990009083,12.649
060990009092,16.882
060990009093,13.454
060990009102,12.649
060990009103,11.18
060990009111,2.236
060990009113,6.164
060990009121,2.236
060590884031,3.464
060590884032,2.0
060590885011,9.434
060590885021,4.0
060590885022,7.483
060590885023,7.483
060590886011,13.454
060590886013,11.533
060590886014,11.533
060590890041,14.107
060670071072,3.742
060670070161,4.0
060670070162,3.873
060670070201,10.909
060670070202,6.557
060670071022,1.0
060990009122,2.236
060990009123,0.0
060990010011,10.05
060990010012,8.775
060990010013,9.055
060990010014,10.05
060590890042,14.107
060590890043,11.747
060590891021,12.845
060590891022,8.124
060590891023,15.232
060590891041,16.093
060590891043,14.866
060590891051,16.093
060590891053,14.071
060590992201,1.414
060374621003,56.009
060371233032,16.971
060371200202,16.971
060379007012,19.875
060372933041,10.392
060375737006,8.66
060372381001,12.961
060372312102,8.544
060375332011,21.424
060377015023,42.143
060372183001,21.378
060374026002,34.395
060371833003,86.753
060378003262,398.886
060374303025,137.153
060375343021,0.0
060377001021,49.132
060375344031,7.071
060375347001,21.024
060855038041,36.442
060855038043,32.711
060855037092,6.928
060590992203,1.0
060590992222,8.426
060590992223,8.426
060590992224,6.557
060590992231,11.489
060590992393,5.196
060590992401,20.857
060590992402,12.45
060375358033,4.243
060375416053,16.432
060375426013,3.464
060855039024,68.688
060855039021,52.326
060855037093,12.884
060855043071,41.952
060855039022,52.326
060855037031,4.69
060855031211,8.246
060590992403,9.592
060590992411,8.185
060590992412,9.487
060590993101,9.274
060590993111,17.088
060373017022,30.249
060855031051,10.863
060855043144,76.935
060855020023,12.689
060552005041,11.619
060552003022,102.917
060552003013,36.62
060552003012,33.571
060590995112,1.732
060590995121,1.732
060590995122,2.0
060590995123,1.732
060591101101,10.344
060591101102,9.798
060371323002,15.588
060375766013,4.243
060372948201,5.745
060375727003,11.225
060375702021,0.0
060375426023,3.464
060376004002,34.424
060372190101,17.776
060377012013,53.395
060372267003,23.431
060372094031,40.546
060372124201,12.49
060371998003,57.871
060371914201,29.24
060371835102,62.097
060371438004,199.767
060374631011,73.79
060552003011,8.775
060552007061,24.495
060552007071,34.351
060552007043,12.806
060750426011,56.701
060750426021,56.701
060750426022,68.051
060750478011,80.889
060750478013,97.673
060750478021,237.434
060750478023,237.434
060750611001,87.527
060750611002,87.527
060750611003,87.527
060750612001,67.224
060750612002,54.139
060591101103,9.798
060591101111,0.0
060591101112,0.0
060591101113,0.0
060591101141,6.928
060591101142,0.0
060710097154,30.627
060710097155,25.318
060710097162,99.965
060710097163,99.965
060710097171,41.737
060750614002,92.482
060750614003,38.936
061110075101,108.111
061110075103,106.733
061110075131,64.954
060374602003,171.441
060371198003,26.552
060375733002,34.424
060375547003,11.358
060376020032,20.075
060375331041,9.274
060710100134,48.062
061110075142,48.795
061110076091,59.708
060375337022,4.123
060372721003,19.925
060372314002,10.198
060530132002,157.407
060530130002,25.298
060530116021,211.57
060530141041,55.973
060530141071,57.515
060530005021,4.472
060710104202,65.772
060371241041,19.183
060371242032,23.601
060373105013,25.71
060373109005,26.019
060710116001,134.581
060710103002,123.685
060373202013,36.837
060710103003,9.899
060710104191,323.439
060990010015,6.633
060990010022,8.0
060990010023,8.062
060990011001,10.149
060990011003,13.153
060990012001,8.246
060990012002,9.747
060990012003,22.956
060990013002,16.673
060990013003,20.075
060990013004,20.567
060990013005,18.221
060990013006,14.177
060990014002,1.414
060990014004,2.0
060990014005,3.0
060990015001,2.236
060014043002,158.376
060014043003,68.257
060014045011,143.597
060014048001,130.369
060650432401,7.681
060650432402,117.017
060650432421,17.944
060650432422,13.964
060650432441,12.923
060650438103,45.111
060014078001,152.859
060014078002,61.539
060014078003,76.394
060014079001,179.51
060014079002,128.825
060014079003,128.825
060014213001,206.17
060650438112,92.461
060650438141,55.381
060650438181,39.115
060650438201,3.162
060650428003,59.682
060650432662,42.356
060014213002,96.633
060014213003,109.64
060014213004,109.64
060014214001,196.911
060014214002,196.911
060014240014,20.688
060014240021,26.42
060014240022,26.665
060710073024,189.771
060710073025,119.315
060710073026,181.072
060710074031,165.822
060650452131,11.958
060650452132,12.689
060650452141,13.115
060650452142,12.961
060650509003,62.129
060650511001,11.705
060650511002,38.73
060014261001,145.602
060014330002,35.128
060014330003,92.195
060014330004,92.195
060650514001,24.739
060659408001,51.72
060659408002,30.017
060371133211,36.428
060371134222,24.94
060371171012,22.316
060371174071,22.204
060710121013,122.094
060371190021,32.573
060371193411,23.896
060371193421,23.896
060371201061,16.971
060371212211,30.067
060371218023,26.173
060371221221,30.017
060014331021,30.199
060014331022,44.385
060014376001,3.464
060014376002,3.464
060014378001,29.12
060610210352,6.0
060610210381,8.888
060610210462,10.817
060610231001,10.817
060610210342,14.248
060014378002,35.1
060014421001,190.226
060014422002,143.321
060014422003,38.678
060610210341,15.46
060610220111,206.279
060610201042,271.048
060610220141,235.291
060610201071,228.694
060610205012,98.468
060890115001,30.183
060014506041,5.385
060014507411,46.925
060710084021,57.896
060710084022,73.144
060710084024,57.896
060770052083,13.0
060190029032,0.0
060190042124,0.0
060190054033,0.0
060190064041,123.697
060190064042,476.314
060190079022,53.235
060190078021,3.464
060190059121,11.091
060190054031,0.0
060133780002,2.0
060133790001,24.94
060133790003,25.06
060372315002,9.644
060377030011,6.245
060375013002,148.775
060372038004,55.516
060372171003,20.64
060372038001,55.516
060378003272,99.509
060375734023,19.442
060378004081,163.138
060379006082,9.798
060190002001,11.619
060190013032,12.083
060190013012,10.344
060190013015,10.344
060190013043,10.344
060190005021,11.705
060190006004,10.909
060190054081,0.0
060190014113,0.0
060374625003,79.183
060371253202,17.493
060373021042,50.902
060371342012,15.264
060371173023,48.693
060376510023,3.162
060375720021,43.394
060375545171,7.746
060375738002,0.0
060371923001,32.388
060710097172,40.645
060190029033,0.0
060190029031,1.0
060190030031,0.0
060190038073,13.077
060190027012,1.0
060190027014,1.0
060190029062,0.0
060190029052,4.0
060710047004,24.434
060710054003,29.883
060710056003,24.372
060371955003,117.367
060377005012,218.961
060377008023,31.177
060372200002,25.515
060372270102,24.617
060377027004,28.879
060372655102,55.073
060372674021,56.807
060710098001,64.63
060710098002,78.026
060710098003,78.09
060710100142,29.665
060710100143,29.665
060710100151,38.314
060710100162,54.065
060710056004,42.214
060710065002,24.576
060710071042,449.061
060710071061,53.87
060710084031,71.084
060710084041,50.675
060710086011,53.582
060710087054,77.259
060379007041,23.896
060375013003,86.51
060372184004,4.583
060375313012,45.343
060372123051,24.678
060372089041,36.428
060379010104,24.819
060379101011,12.042
060379012101,188.122
060710087082,75.08
060710087092,70.76
060710087094,66.363
060710091071,268.399
060710091082,56.604
060710091092,141.524
060710092011,716.477
060710094001,48.26
060710099042,20.616
060710099121,57.289
060710099122,27.55
060710099123,17.321
060371810002,130.633
060371153021,20.905
060371234102,17.55
060373203005,37.51
060379105013,23.516
060375711015,8.66
060375415003,3.464
060376039002,3.464
060379104031,35.721
060372723011,19.824
060710100131,49.254
060372702002,24.637
060377012021,46.947
060372675012,31.048
060855040011,29.034
060855043212,18.735
060855044231,177.896
060855043221,8.185
060855044121,43.267
060855044181,20.125
060855106004,19.519
060855023011,11.402
060372193001,25.0
060372077101,35.128
060372168001,16.971
060374336021,24.839
060710074032,71.26
060710074033,64.187
060855043171,13.748
060855043222,8.246
060855025006,11.489
060855026041,19.053
060552007042,17.493
060552005052,25.846
060552014032,291.457
060552005043,11.619
060552010031,315.267
060890115002,15.46
060890115003,17.776
060710074034,151.71
060552007052,75.339
060552008041,46.325
060552007032,74.29
060759803001,80.889
060759804011,0.0
060890119003,16.553
060759809001,95.927
060750257012,8.888
060750615001,57.819
060750615002,57.819
060750107004,45.354
060750119022,31.241
060750123011,31.241
060750123022,31.241
060750125021,31.241
061110076101,82.085
061110076112,45.563
061110076122,40.976
061110076131,75.802
061110076142,54.681
060375437012,10.05
060375438021,9.274
060375510005,4.69
060375517003,5.568
060375526022,11.136
060710084033,85.924
060530142013,28.408
060530135001,73.634
060530137001,61.717
060530142011,34.044
060530142022,28.775
060530142012,28.775
060530106042,17.944
060530142021,18.708
060530105042,10.198
060530106072,8.944
060530005012,4.796
060530013001,3.606
060530015003,2.646
060650432443,31.559
060650432462,63.19
060650432481,1.732
060650432501,98.005
060650432502,0.0
060650438211,34.728
060650441032,38.962
060710098004,67.882
060710100181,38.962
060710100182,40.025
060710100191,44.407
060710100192,40.2
060710100193,38.717
060650301011,37.762
060650301031,39.787
060650301041,47.728
060650445072,63.655
060650445102,85.738
060650452151,11.874
060650452153,9.22
060650452161,9.539
060650452172,10.247
060650452222,23.558
060650452223,53.46
060650452241,14.799
060659409001,11.832
060659409002,64.389
060659410001,112.219
060659410002,181.232
060659410004,165.055
060659411001,22.869
060659411002,14.933
060710100132,57.602
060710100201,57.48
060710100211,83.63
060710100232,38.471
060610221002,683.786
060610213094,39.395
060610223002,377.196
060610202003,252.131
060610220143,506.793
060610220112,327.093
060610201052,194.008
060610201051,261.826
060610201062,359.623
060610235001,23.664
060610213222,6.708
060610225002,17.944
060610213221,4.359
060890120001,28.531
060890120002,31.321
060710100251,24.799
060710100252,26.571
060710016001,42.426
060610224002,43.772
060610210036,15.524
060610210032,10.863
060610234002,8.832
060610213093,25.807
060610210351,7.874
060890120003,34.67
060890120004,52.583
060710074041,272.053
060610225001,14.799
060710104193,101.341
060710104203,73.844
060710104211,221.736
060710108033,212.551
060710108042,124.455
060710104133,87.47
060590762014,38.523
060590762021,84.865
060590762022,65.559
060590762023,55.651
060710074043,382.645
060710074044,146.092
060710074045,156.822
060330004001,45.233
060330007021,170.871
060330013004,159.336
060330004005,33.66
060590886021,11.269
060590886022,12.53
060590887012,6.325
060590887013,11.916
060590887014,6.325
060590887022,8.485
060590888011,5.831
060590891061,11.916
060770047043,3.0
060770051312,0.0
060770044042,3.162
060770055012,9.22
060770051252,1.414
060770033112,2.828
060770034072,2.236
060770052063,13.711
060770013004,2.449
060770051341,2.236
060770031142,0.0
060770041053,5.568
060590891071,1.414
060590891072,5.099
060590992021,12.0
060590992022,12.124
060590992023,12.0
060590992031,15.1
060590992032,13.416
060590992232,7.681
060590992233,3.742
060590992241,6.557
060770041061,3.0
060770042013,2.828
060770043073,3.0
060770047041,15.1
060770048004,3.464
060770051311,2.646
060770051313,2.646
060770051322,3.464
060770051323,3.464
060770051343,1.732
060770031101,2.0
060590992242,6.164
060590992251,8.888
060590992252,1.414
060590992261,15.033
060590992421,7.874
060590992422,9.539
060590992431,3.0
060710084034,53.917
060770054061,11.662
060190059112,13.266
060190065021,19.975
060190065022,27.129
060610212033,32.125
060610223001,573.31
060610222002,71.715
060610221001,316.294
060590992432,0.0
060590992441,0.0
