GEOID,tri
060750264031,31.859
060750301022,131.484
060750301023,152.056
060750302011,97.447
060750302013,97.447
060750302022,97.447
060750302023,97.447
060750303011,97.447
060750303013,131.484
060750303014,171.406
060750303021,171.406
060014413021,12.247
060014413022,12.207
060014413023,10.488
060014442002,10.198
060014442003,10.817
060014361001,14.213
060014415031,39.192
060190009023,13.528
060190009022,12.166
060190038081,10.863
060190039001,3.464
060133060031,13.491
060133660022,49.396
060133660023,49.94
060133920003,195.141
060133110003,37.947
060133470002,150.143
060133480001,209.461
060133530023,123.236
060133540024,140.168
060133553064,116.009
060133602003,155.92
060670093121,11.136
060670093171,3.0
060670093172,2.828
060670093181,2.449
060670093191,2.236
060670093192,2.236
060670093201,4.0
060670093202,4.0
060190039004,2.449
060190039005,8.0
060190084013,3.464
060190084015,4.899
060190043013,0.0
060190043021,0.0
060190043022,0.0
060190043023,0.0
060133690021,90.427
060133710006,28.284
060190043024,0.0
060190043025,0.0
060190043031,0.0
060190051001,0.0
060190051004,0.0
060190051005,0.0
060190052031,0.0
060270005001,255.664
060270008003,14.933
060190052042,0.0
060190052041,0.0
060190057024,6.708
060190057031,6.708
060190057032,3.606
060190057033,5.568
060190057041,24.9
060190057042,13.416
060190057043,9.695
060190057044,13.928
060190058011,10.392
060750306003,127.914
060750307001,276.159
060750307002,188.648
060750307003,276.159
060750308001,144.347
060190069001,0.0
060190070021,0.0
060190070022,0.0
060190070023,0.0
060190070031,0.0
060190070032,0.0
060770009005,2.646
060750308002,144.347
060750308003,128.371
060750308004,128.371
060750309001,144.347
060750309002,146.079
060750314001,63.174
060750314002,71.729
060770010001,0.0
060770010002,1.732
060770010003,0.0
060770010004,0.0
060770011011,1.732
060770011012,1.414
060770011022,1.0
060770033062,3.0
060770033071,2.0
060770033072,2.0
060770033073,2.0
060750314004,102.893
060750327001,51.769
060750327004,78.422
060750327005,78.422
060750327006,67.757
060750327007,50.2
060230105013,22.383
060770033081,2.828
060770033101,2.0
060770033102,2.828
060770033111,3.464
060770034031,3.464
060770034033,2.828
060770049022,2.0
060770050011,5.477
060770050012,5.385
060770050013,2.646
060710011042,46.314
060710087032,395.459
060710044011,32.696
060710027061,93.803
060710087053,88.187
060770051081,2.0
060770051082,2.0
060770051091,3.162
060750351001,50.2
060750351002,50.2
060750351004,67.757
060750351005,67.757
060750351006,67.757
060750351007,67.757
060750352012,37.283
060750427001,143.304
060750427002,97.673
060750427003,97.673
060750428003,68.051
060750452001,69.325
060750452003,50.498
060750452004,28.249
060750452005,28.249
060372044202,28.496
060371894002,130.204
060371193201,22.383
060371134223,24.617
060371232033,21.142
060372016023,81.786
060371112021,67.119
060379200341,208.916
060379203141,86.337
060230104001,95.373
060230105011,71.61
060230105012,21.471
060230007004,26.287
060374077012,103.533
060372315003,10.198
060372283102,17.607
060372731001,27.55
060375316022,17.55
060372362021,142.38
060372189002,17.776
060372222001,11.576
060372711001,24.495
060374827011,33.481
060374048031,21.071
060374801013,39.433
060374801012,28.548
060374321025,22.978
060372243102,38.053
060374023034,26.42
060710028013,50.626
060710017021,42.332
060710042011,44.8
060374302001,280.111
060170307102,83.469
060170307103,119.871
060170307062,194.733
060170307101,85.977
060170307061,84.065
060170309023,118.878
060170308082,76.851
060170308011,150.732
060170308072,133.398
060170308092,77.279
060170309021,131.412
060170315041,78.549
060170315044,96.141
060170305042,556.442
060170302002,232.717
060170306034,223.143
060170310002,264.465
060170307042,34.38
060170314024,203.752
060170318003,86.85
060170303022,42.012
060170320001,117.678
060375305002,59.38
060372675013,35.214
060374024022,97.56
060374024052,22.627
060374024061,20.025
060372037102,55.516
060374028013,28.249
060372134011,33.956
060372691001,15.166
060372089032,36.428
060372623033,144.72
060372162004,29.326
060372654101,89.727
060379201061,102.059
060372086102,35.114
060372117012,19.391
060377010001,29.933
060371976002,63.427
060372113101,31.241
060374056003,33.511
060379012051,20.905
060375766012,4.243
060372949002,19.0
060379108041,148.805
060375765021,12.207
060375762004,1.0
060371911201,60.597
060750228013,40.075
060750228022,38.936
060750229011,23.022
060750229013,3.0
060750229022,3.0
060750229031,38.936
060750229032,38.936
060750230011,23.259
060750230012,54.139
060371942002,320.212
060372611021,151.97
060374320005,30.529
060371836101,105.891
060372951031,110.585
060374308021,45.233
060374039013,32.512
060374638003,87.27
060371439022,179.123
060372972023,91.989
060373017023,22.0
060374023042,26.42
060750230031,54.139
060750230032,53.104
060750231021,67.224
060750232001,70.306
060750160001,22.847
060750161004,17.0
060750162001,22.847
060750162002,22.847
060750162003,17.0
060750163001,17.0
060750163002,17.0
060750163003,17.0
060750164001,57.463
060750164002,63.757
060750165003,67.082
060750165004,65.992
060750166002,67.082
060750166003,65.992
060750167001,63.757
060750167003,63.757
060750169001,28.601
060750169002,172.195
060750170001,63.757
060750170002,172.195
060670074281,7.55
060590864072,20.421
060590866012,11.314
060590866013,10.536
060590866014,10.77
060590866021,10.677
060590866022,11.314
060374624001,67.469
060371393032,41.509
060590866023,11.314
060590867011,28.142
060590867012,22.338
060590867021,11.832
060590867023,11.79
060374609001,65.0
060373022011,58.472
060371282102,1.0
060371237003,13.416
060374072005,18.028
060373007015,373.192
060373007022,499.385
060373025053,71.666
060375717042,27.713
060710046015,218.662
060710028041,35.171
060590868011,18.52
060590868021,20.518
060710017042,28.036
060710006052,28.196
060710079011,76.981
060710073023,238.029
060710027041,51.488
060710108025,741.359
060710100171,92.315
060014017001,30.627
060014017002,20.05
060014017003,1.0
060014065002,26.268
060014098003,86.197
060014099002,127.362
060014045024,229.961
060014304002,29.445
060014353001,22.45
060014365002,121.865
060014382011,3.464
060014085001,17.635
060014202003,37.829
060014225002,268.829
060014239011,38.158
060014284002,1.0
060014018001,20.05
060014415221,11.958
060014046003,221.515
060014363002,4.583
060014306001,51.039
060014306002,128.199
060014306003,101.863
060750206001,72.298
060750206004,72.298
060750207001,46.573
060750207002,46.573
060750207003,42.059
060750208002,46.573
060750208004,42.059
060750209003,73.007
060750210001,42.059
060750210003,42.059
060750210004,73.007
060750211001,94.562
060750211004,94.562
060750212001,166.436
060750212002,166.436
060750212003,166.436
060750213002,160.275
060750214001,94.562
060372017003,73.116
060371210103,21.84
060371154011,31.305
060371198005,28.792
060371343051,36.497
060373110003,21.331
060670079062,13.342
060371031022,99.654
060371093002,25.159
060379201071,84.285
060014306004,110.381
060014307001,66.708
060014307002,83.445
060014360003,29.883
060014361002,19.468
060014361003,14.213
060014362001,34.986
060014362002,23.388
060014363001,27.928
060014363003,3.162
060750214002,131.541
060750214003,131.541
060750261002,82.904
060750261004,82.904
060750227022,67.224
060750262001,168.395
060750262003,71.729
060750262004,71.729
060750262005,102.893
060750263011,158.458
060750263012,158.458
060750263013,158.458
060750263022,158.458
060750263023,166.88
060750263031,168.395
060750264011,31.859
060750264022,66.925
060670081402,14.071
060670081414,17.321
060014363004,31.828
060014414011,11.705
060014414012,12.247
060014414013,10.392
060014414021,11.402
060014414022,11.705
060014414023,12.247
060750264023,66.925
060190043034,0.0
060190043032,0.0
060190044041,0.0
060190044042,0.0
060190044052,0.0
060190044053,0.0
060670093241,3.742
060670093263,10.77
060670093301,7.55
060670093311,3.606
060014444001,11.18
060014444002,10.296
060014445002,12.042
060014445003,11.874
060190052021,0.0
060190052022,0.0
060190053011,0.0
060190053012,0.0
060190053013,0.0
060190053021,0.0
060190053022,0.0
060190058012,10.247
060133671002,16.31
060133671004,16.31
060133672001,32.787
060133672002,30.594
060190058013,9.644
060190058041,10.247
060190058044,8.66
060190058042,8.66
060190070033,0.0
060190070034,0.0
060190070042,0.0
060190070043,0.0
060710080023,26.115
060710053002,29.883
060710085004,85.831
060710027043,45.662
060710104101,39.217
060710079014,243.863
060710006041,34.986
060710118001,31.78
060710087041,92.935
060710087061,112.388
060710087081,68.935
060190071001,0.0
060190071002,5.0
060770011023,1.732
060770011024,2.0
060770011025,2.0
060770012001,2.236
060770012002,3.317
060770012003,2.646
060770012004,1.732
060372941103,6.928
060375750021,34.814
060376030051,14.353
060372942003,13.964
060379303012,503.573
060379800031,13.115
060375720023,52.659
060375437021,10.05
060375552113,0.0
060375031033,13.115
060375532002,11.402
060375407001,4.583
060375517004,5.568
060375313013,38.432
060376210045,66.506
060376211045,52.24
060770013001,2.236
060770013002,2.449
060770013003,3.317
060770034043,2.0
060770034051,2.236
060770034052,1.732
060770034053,2.236
060770034061,3.606
060770035001,3.0
060770035002,2.236
060770051093,4.583
060770051101,3.464
060770051102,3.742
060770051104,4.123
060379102051,259.43
060379106011,14.866
060670085083,45.2
060670085101,82.164
060376707024,363.118
060670087041,10.344
060375765023,12.207
060670087052,10.909
060670088011,10.0
060670088012,10.1
060375758012,1.732
060372317102,11.225
060372283202,11.832
060375006001,40.05
060372718023,30.364
060770051105,3.464
060770051131,4.359
060770051132,4.472
060375326032,8.307
060372289002,32.787
060375335031,11.489
060377026003,35.27
060372328001,10.44
060750303022,171.406
060750303023,171.406
060750304001,127.914
060750304002,127.914
060750304003,142.794
060750304004,142.794
060750304005,142.794
060750305001,136.426
060750305002,136.426
060750305003,112.858
060372944212,13.748
060372944213,13.748
060372947013,5.745
060375751012,35.986
060375729002,7.348
060375740002,0.0
060374010021,187.08
060375552022,0.0
060375714002,7.0
060375706031,8.66
060376207014,55.489
060375402024,13.229
060750306001,112.858
060750306002,112.858
060750309003,83.69
060750309004,103.793
060750309006,103.793
060750310001,146.966
060750310002,146.966
060750310003,146.079
060750311001,160.462
060750311002,184.38
060750311003,184.38
060375526014,10.392
060375034014,38.341
060375356051,4.243
060376014021,2.646
061070002014,11.533
061070020062,11.832
061070003014,4.359
060110002005,1.732
060110001004,59.749
060110004001,2.449
060375530001,11.18
060375418021,23.087
060372911301,14.0
060375413001,3.464
060376020022,6.928
060750228032,23.022
060750254022,8.888
060750255001,95.849
060750255004,160.462
060750260031,39.987
060750264021,29.883
060750311005,184.38
060750352011,56.498
060750353006,53.442
060750477023,61.294
060750229012,23.022
060372267004,23.431
060375303023,46.936
060372218201,16.31
060372218102,16.31
060372395013,10.0
060372395021,10.0
060372395023,10.0
060372760003,4.359
060372041102,34.0
060372672002,35.958
060372181203,20.149
060372396011,9.055
060372126202,9.11
060372122042,36.222
060372971202,62.873
060374817142,21.024
060372118022,24.207
060374823014,27.641
060371041052,56.965
060371041081,56.965
060371041243,126.321
060710033013,28.758
060710021072,43.139
060710031013,32.171
060710093001,62.984
060710119004,74.92
060670090103,4.243
060372766012,23.324
060375342011,0.0
060375023011,14.213
060670093104,3.162
060375436032,12.884
060375509022,7.874
060375520013,9.695
060376509013,8.426
060750330001,121.836
060750330003,119.528
060376016002,0.0
060379302002,881.945
060750330004,85.837
060750330005,85.837
060750331001,65.635
060750331002,65.635
060750331003,45.727
060750331004,45.42
060750332011,65.635
060750102003,80.722
060750103001,76.243
060750103003,45.354
060750104004,72.056
060750105001,65.1
060750105002,60.564
060750106002,87.527
060750107001,76.243
060750107002,45.354
060375539013,8.367
060372427001,4.359
060372380004,6.083
060375001001,140.894
060375505006,4.69
060375338051,1.0
060375345011,17.176
060375024021,15.297
060375348032,15.716
060375338053,4.123
060372732003,26.739
060372322003,5.568
060372282101,17.521
060372267002,17.607
060372294201,14.832
060375303022,36.318
060750604001,37.269
060750607003,25.298
060750107003,45.354
060750108002,45.354
060750109001,49.92
060750109002,49.92
060750109003,49.92
060750110001,49.92
060750110002,49.92
060750111001,49.92
060376209013,54.369
060375438012,9.22
060375720012,29.479
060374002051,294.676
060375709012,8.66
060375429002,5.477
060372063002,29.883
060375309011,51.108
060374033172,163.673
060372185001,15.969
060372675021,35.214
060372042001,35.157
060372098202,38.053
060377015012,42.048
060372169005,12.767
060372098101,38.053
060374339023,9.22
060372124102,24.207
060710097081,59.699
060710108023,371.221
060710001182,111.566
060710018092,31.969
060710025022,41.207
060710103004,11.18
061110086002,4.472
060750113001,45.354
060750113002,45.354
060750117001,87.527
060750117002,54.433
060750118001,87.527
060750111002,11.269
060750112001,45.354
060750112003,45.354
060750121001,31.241
060750121002,31.241
061110003041,360.283
061110009021,500.684
061110012061,380.614
061110036122,2.0
061110084022,166.892
061110045051,0.0
060375766020,1.0
060590868022,20.075
060590868031,17.972
060590868032,8.426
060590868033,12.61
060372129001,13.675
060372037101,28.089
060374604012,494.584
060374615012,68.702
060374049022,28.983
060371924202,32.863
060371915003,31.496
060590868034,12.61
060590869012,9.381
060590869014,13.115
060590869021,4.796
060590869022,4.796
060590871051,8.0
060590871052,8.124
060590871061,5.385
060590871062,5.196
060590872001,10.863
060750610001,175.605
060750610002,145.492
060750120002,11.269
060750157004,90.056
060750205002,172.195
060750215004,131.541
060750217001,188.648
060750229033,22.159
060590872002,9.22
060590872003,8.0
060014022001,20.05
060014022002,12.083
060014024001,20.396
060014024002,20.396
060014025001,14.071
060014025002,14.071
060014067002,95.65
060014067003,95.65
060014099004,116.585
060014100003,140.702
060014101001,86.197
060014101002,18.0
060591103013,9.539
060591103014,8.718
060790104033,157.705
060670095023,3.606
060670096223,3.464
060670096224,3.464
060014102002,18.0
060014102003,19.053
060014103001,18.193
060014103002,18.193
060014429003,7.071
060014100002,146.666
060014215001,172.38
060014042001,137.222
060014402004,65.696
060014277001,1.732
060014223002,31.353
060014507013,344.481
060014351021,148.6
060014506034,16.912
060190010001,9.695
060190010002,1.0
060190053052,0.0
060190054102,0.0
060190054051,0.0
060190054052,0.0
060190054053,0.0
060710104112,155.306
060710100103,41.085
060710085003,99.388
060710076011,33.66
060014444003,10.817
060014046004,274.042
060014099003,111.768
060014102001,18.193
060014307003,110.381
060014308002,75.206
060014308004,43.139
060014309001,29.53
060014310001,43.139
060190054061,0.0
060190058043,7.348
060190058051,0.0
060190059053,11.489
060190059051,18.708
060190071003,11.446
060190071004,2.0
060014310002,81.982
060014312001,1.732
060014364013,80.969
060014364021,137.241
060014365001,69.986
060014366011,3.464
060014366012,3.464
060014366013,3.464
060190071005,3.606
060190072012,3.606
060190072013,12.124
060190072014,10.954
060770014001,2.646
060770014002,2.646
060770014004,2.646
060770015001,1.414
060770015002,3.162
060770015003,2.646
060014415011,11.958
060014415032,17.436
060014502001,30.116
060014503001,30.116
060014503002,9.798
060770015004,2.0
060770016001,2.0
060770016002,2.0
060770017002,2.236
060770017003,2.449
060770035003,2.236
060770035004,3.606
060770035005,2.828
060770036011,2.449
060133672003,32.787
060133680021,41.388
060133680011,39.509
060133690011,36.824
060133690013,37.202
060770036012,2.0
060770051141,4.243
060378003261,275.837
060372611022,126.905
060374037222,62.161
060371909023,57.28
060376213262,61.855
060371953001,80.697
060375421063,28.566
061110085003,161.096
060374061021,34.103
060376018021,6.0
060372430003,3.464
060670093123,13.82
060375009003,16.217
060372736004,26.739
060372292001,16.462
060374084022,198.252
060710056002,31.623
060710038031,50.527
060710016004,35.777
060710010022,39.862
060374620012,52.991
060371897012,131.179
060374040002,36.538
060371831013,93.926
060374620022,52.991
060371417002,175.852
060374622012,52.077
060374634004,54.653
060374636011,38.691
060374624002,63.789
060374636023,35.071
060371243002,17.493
060373015023,102.445
060371954003,80.697
060371959031,30.282
060371274002,19.209
060371173024,27.875
060290019013,3.873
060290019021,3.873
060290019023,3.873
060290019024,3.742
060290020002,4.0
060290020003,3.873
060290020004,6.0
060750127001,73.926
060750127003,73.926
060750128001,68.891
060750128002,77.311
060290033053,351.528
060290033041,16.062
060710119003,44.193
060710089012,20.952
060710100101,41.4
060871218004,44.967
060871207003,220.089
060871224004,216.488
060871208001,131.567
060871223003,105.995
060871005002,77.769
060871209003,77.091
060871212002,124.185
060871205002,250.896
060871204002,183.488
060871212004,113.961
060871101004,10.247
060871206003,398.191
060871220022,76.394
060871222014,85.569
060871003001,211.511
060871203012,352.758
060871210001,180.089
060871225002,21.378
060871010002,43.046
060871204004,277.134
060871001001,95.205
060871206001,197.342
060871216004,19.672
060871217001,25.239
060871217002,21.564
060590320611,79.95
060590320612,118.182
060590219232,201.839
060590320293,68.257
060590881061,9.747
060590881062,5.568
060871002003,39.623
060871008002,28.107
060871209004,155.274
060871212001,226.916
060871206002,229.617
060871204003,565.484
060871224003,79.164
060871203022,249.99
060871002002,66.272
060871011002,55.606
060871222031,92.071
060871202002,201.596
060871204001,103.179
060871205003,256.7
060871209001,117.478
060871210003,183.521
060871220031,127.671
060871224005,136.363
060871233001,220.697
060871001002,73.13
060871002001,73.13
060871002004,39.623
060871217004,26.458
060871218001,50.675
060871218002,50.675
060871220021,273.627
060871220032,88.685
060590422036,143.206
060590423155,121.897
060630005012,16.673
060630002012,275.801
060630005023,69.943
060650419121,119.558
060590992274,11.225
060590993056,10.863
060590993082,3.317
060590888024,4.899
060590626054,224.482
060871002005,38.223
060871002006,35.511
060871002007,35.511
060871003002,110.313
060014353003,103.836
060871221002,59.169
060871222011,56.763
060871222013,74.626
060014515051,16.703
060650418083,80.914
060590993093,15.33
060590993083,3.317
060590994135,13.038
060871005001,62.944
060871006001,53.075
060871006002,56.303
060871006003,62.944
060871007001,41.773
060871223002,67.919
060871005003,94.678
060871103001,11.269
060871208003,89.739
060871211001,148.439
060871224001,215.843
060871007002,41.773
060871008001,38.105
060871008004,36.442
060871008005,28.107
060871008006,28.107
060871009001,26.963
060871009002,32.265
060871009003,26.963
060871009005,14.595
060871010001,43.046
060871010003,43.046
060750309007,99.167
060750351003,50.2
060750354002,53.442
060290032063,3.464
060375338061,2.0
060670002002,3.742
060670003001,5.099
060670003002,5.385
060670064005,4.0
060670065004,6.083
060670065005,1.732
060371348002,0.0
060371348004,0.0
060371349011,0.0
060371349013,2.0
060371351021,27.441
060371352031,41.037
060371352032,7.0
060371352033,123.122
060670004002,2.449
060133300004,17.321
060371352034,123.191
060930009006,83.355
060930007012,470.343
060930008001,416.898
060930009003,80.542
060371375021,57.533
060670060041,6.856
060670061012,7.0
060670061013,7.55
060730083241,120.756
060371344221,22.472
060371344222,34.38
060371345201,6.083
060371345202,3.317
060371347101,0.0
060371347102,0.0
060371347201,0.0
060371347202,0.0
060371348001,0.0
060371374011,53.432
060371374012,85.592
060371374013,57.697
060133050005,14.422
060170304011,20.809
060170308083,89.956
060170306023,155.711
060670004003,2.449
061110067001,24.021
060170317001,97.381
060170305053,413.772
060170320002,766.266
060170320003,549.989
060170308041,59.481
060371372011,52.896
060371372012,43.784
060371372013,43.784
060371373011,19.209
060371373021,35.185
060371373022,124.242
060170308043,167.943
060170308081,69.34
060170309011,150.11
060170310004,92.288
060170313013,218.323
060170314021,177.823
060170314042,162.241
060170314063,327.915
060170314064,207.186
060170315042,133.237
060170316005,60.836
060170306024,171.668
060170308032,62.016
060170311001,132.42
060170314022,308.06
060170314041,141.905
061030005004,11.225
060371352035,140.641
060890113003,13.601
060730027074,49.082
060730027082,67.971
060371351022,29.682
060371351023,29.682
060379201101,78.575
060371351111,21.19
060371351112,34.554
060371351113,34.554
060371352011,22.517
060371352021,32.818
060371352022,12.0
060371352023,12.0
060730026021,27.477
060730026022,27.477
060730027021,56.48
060730027022,56.48
060379010071,30.397
060379010072,29.967
060379011011,15.588
060379011012,31.369
060379011021,31.512
060379011022,30.463
060379201112,53.273
060379201121,115.789
060730027084,49.082
060730028042,30.578
060730029021,71.407
060730029031,40.05
060730029033,75.736
060730029041,65.871
060379103022,97.647
060378003251,101.0
060379012052,46.573
060379012053,61.514
060371374021,87.424
060371374022,100.02
060371375011,83.433
060371375012,70.803
060730029042,75.346
060730032082,62.33
060730032084,104.254
060730032085,104.254
060730032091,68.125
060730032092,88.589
060730032093,88.589
060379102011,13.528
060379102012,22.472
060379102021,30.216
060379102022,27.074
060371343023,24.413
060371343032,20.322
060371343034,25.632
060371343042,22.338
060379104011,75.333
060379104012,92.785
060378003252,1.0
060730029043,65.871
060730029044,57.888
060730029051,58.6
060730029053,58.6
060379006061,13.565
060379006062,14.56
060379006071,14.248
060379006072,13.491
060730030011,72.567
060730030012,69.599
060379200401,130.323
060770054031,10.488
060770054032,10.909
060730031011,29.58
060730031012,29.58
060730031013,40.62
060730031031,32.909
060730031032,69.195
060730031051,17.916
060379200421,135.303
060371200301,20.881
060790117014,150.841
060790117042,42.379
060730031091,59.279
060730031092,59.279
060730031093,56.533
060730031111,29.58
060730031112,29.58
060379200422,113.534
060855068031,22.978
060790117043,191.971
060790120001,18.974
060855117051,125.853
060855117043,207.947
060855033341,156.282
060855033324,149.195
060855063042,16.186
060855121001,60.514
060371060101,297.034
060371096011,29.086
060371096012,25.02
060371096014,31.953
060371097003,21.84
060371233013,19.774
060371098002,42.86
060371131012,81.222
060371096042,24.536
060371192012,28.0
060371218011,23.917
060371249021,14.663
060371897013,266.955
060371899031,204.849
060371941011,232.002
060372111221,32.863
060371132132,30.984
060371132312,13.115
060371132321,31.0
060890109001,0.0
060890109002,5.385
060371132322,41.037
060379200411,62.032
060730031113,46.26
060730031121,95.357
060730031122,73.872
060730031131,56.533
060730031132,46.26
060610206061,36.824
060770051142,4.472
060770027023,3.873
060770031111,2.236
060770052022,10.536
061110008003,47.403
060371111001,28.758
060371111002,47.223
060379001033,22.869
060371112011,47.223
060371112012,67.119
060371112023,58.72
060379005051,10.677
060379005073,11.136
060379010103,24.372
060379100021,32.187
060379105041,26.533
060379106052,21.679
060371132332,32.802
060371132341,28.089
060371133011,48.27
060371133012,28.74
060371133031,34.103
060371133032,26.363
060371133221,45.442
060371133222,42.297
060371134013,21.587
060371134212,23.345
060371134224,18.412
060670040094,2.449
060770053021,7.071
060770053031,8.832
060770053033,9.434
060770053034,9.798
060770053051,7.28
060770053052,8.832
060730031141,32.909
060730031151,62.306
060730031152,16.553
060730032012,59.279
060730032013,45.858
061110058021,375.685
061110047162,2.828
061110040002,0.0
061110047172,2.828
061110052041,105.57
061110052051,29.933
061110051003,105.095
061110052022,237.605
061110053051,88.921
061110056001,19.313
061110058012,70.42
061110058022,53.385
061110059062,151.704
061110059063,101.129
061110061003,67.963
061110061002,143.21
061110063012,114.543
060371060201,113.921
060371061111,55.055
060670085013,29.749
060670093224,4.583
060670086004,7.55
060670089051,10.536
060670093071,2.0
060670094041,5.099
060730032021,39.408
060730032022,54.745
060371151011,28.036
060371151012,31.289
060371151013,31.305
060371152011,31.321
060371152012,38.562
060371152022,20.421
060371152023,20.421
060371153011,38.419
060371153012,30.757
060371154012,21.656
060371154041,18.947
060371190011,27.857
060371154031,15.232
060371154042,11.402
060371172021,86.366
060730032042,43.818
060730032073,65.772
060730032081,62.33
060371190023,28.107
061070001002,320.244
061070010035,0.0
061070033004,12.369
061070035011,9.274
060133141044,64.769
060133141043,73.505
060730032111,76.374
060730032112,76.374
060730032121,69.282
060379007013,23.216
060379007031,18.385
060730032131,107.958
060730032141,117.358
060372404021,16.125
060371173012,59.649
060372404022,14.0
060372410023,13.964
060372412025,17.059
060372612001,202.749
060372628023,65.445
060371132331,36.497
060373003015,182.584
060133141031,59.708
060133390012,58.0
060730030013,43.37
060730030031,40.497
060730030032,104.111
060730030033,84.593
060730030041,80.094
060371112041,48.156
060371112042,85.662
060371112043,71.868
060371113011,36.77
060371113021,26.115
060371113022,36.81
060371114002,28.758
060371173013,59.649
060371173021,34.814
060371173022,34.814
060371173031,27.221
060371173032,18.493
060371174042,24.9
060371174043,20.273
060371174051,45.826
060371175201,18.547
060371175301,18.547
060371255011,10.77
060133240023,13.928
060133240022,15.78
060371218022,22.847
060371238002,14.663
060371239011,19.183
060371242013,20.421
060371254021,3.0
060371255012,5.099
060133452022,113.234
060378003242,183.005
060378003243,92.445
060378003244,85.147
060730031052,29.411
060730031071,66.836
060730031072,29.411
060379200423,134.592
060730031073,88.045
060730031081,83.964
060730031082,92.671
060379003001,10.677
060371061112,375.149
060371061121,146.895
060379007032,15.067
060379007033,20.421
060379007051,28.862
060379007052,22.249
060379007053,22.605
060730027091,46.087
060730027092,46.087
060730027101,85.123
060730027102,46.087
060730028011,73.587
060379201081,71.267
060730085061,25.298
060730085062,25.298
060730085063,25.298
060750605021,133.132
060750607001,37.881
060750607002,54.745
060750101001,61.465
060750103002,76.243
060379005011,14.629
060379005013,18.358
060379005041,22.181
060133922003,82.414
060730085071,31.432
060730085073,36.125
060730085074,32.265
060730085075,28.355
060730085076,28.355
060730097067,180.906
060730098011,65.069
060730098012,99.594
060371375023,53.488
060730028031,49.082
060730028032,63.246
060730028033,63.246
060730028034,53.554
060730028041,75.346
060371193101,25.846
060371193401,22.383
060371194001,27.404
060371194003,28.792
060371197001,21.142
060371197003,26.552
060371198001,28.792
060371198002,28.792
060371198004,22.825
060371199001,22.825
060371199002,19.339
060371199003,19.774
060371199004,19.339
060730098013,207.865
060730098014,109.385
060379008032,14.866
060379008033,12.042
060379008034,14.283
060379008041,12.0
060133760002,0.0
060730100034,87.824
060730100041,76.531
060730027023,67.971
060730027031,60.885
060730083602,39.128
060730083603,36.946
060379005042,11.136
060379006021,10.198
060730085013,14.595
060730085014,20.591
060730085045,24.0
060730085091,31.353
060730085092,39.737
060730085093,39.737
060730085094,35.398
060730085095,36.125
060730085101,37.829
060730098023,60.258
060730098024,60.258
060379008042,13.528
060379008051,14.283
060379008052,11.091
060379008053,11.091
060379008061,13.565
060379008062,12.49
060379010031,0.0
060379010041,9.381
060379010042,1.0
060379010043,0.0
060379103011,67.949
060379103012,44.486
060730027032,40.05
060730027034,40.05
060730083243,139.381
060379006051,11.091
060379006052,11.091
060730027051,51.653
060730027052,49.699
060379201122,115.789
060816064004,30.216
060816089002,177.277
060670058012,5.477
060670058013,7.28
060730085021,27.368
060730085023,21.354
060730085025,21.448
060670058031,19.053
060670058041,15.0
060670058042,10.44
060670069005,6.708
060670070011,2.828
060670070013,3.464
060670070042,3.606
060670070043,3.606
060670070071,3.0
060670070072,4.899
060730085103,25.904
060730085121,30.79
060730085122,30.79
060670089092,16.217
060670094031,5.292
060670062011,4.583
060670080102,23.431
060670043002,1.732
060670029004,4.899
060730085123,30.79
060730085102,43.382
060730085132,35.693
060379103021,211.929
060670045023,4.359
060670055023,2.646
060670059041,7.28
060670059042,3.742
060670062023,4.472
060730100091,35.384
060730100101,44.531
060379202001,125.654
060730085031,17.117
060730085034,16.882
060730085042,21.448
060379200151,40.075
060379200152,85.076
060379200161,82.559
060379200162,121.635
060379200171,54.754
060379200172,74.189
060133382041,5.196
060730085044,31.591
060730086002,41.545
060379200311,115.035
060730086003,41.545
060730087011,53.852
060730087012,53.852
060379200312,122.315
060379200313,122.315
060379200314,115.009
060379200342,175.568
060790116001,110.811
060133031021,9.644
060133020091,60.349
060133551101,14.629
060133032043,14.142
060379200173,61.774
060379200181,77.949
060379200182,77.949
060590871012,13.077
060730087023,37.829
060730088001,45.64
060730088002,46.872
060379203292,24.187
060374603021,105.868
060730098041,57.55
060730098044,90.311
060730098051,178.625
060990008062,2.449
060990014003,2.0
060750102001,80.722
060750180001,45.749
060750180002,54.745
060750201001,26.268
060750201002,26.268
060750201003,26.268
060750201004,46.573
060750202002,26.268
060750202003,46.573
060750203001,72.298
060750203002,72.298
060750203003,72.298
060379203121,63.016
060379203321,81.492
060379203322,51.303
060890103002,7.681
060379104021,27.0
060379104022,24.249
060379104042,50.764
060379105022,22.627
060379200183,77.949
060375332032,17.176
060730088003,46.519
060730089011,46.872
060730089012,66.821
060730089013,66.821
060730089014,66.821
060730090001,25.0
061110025003,24.29
061110032012,11.0
060816139001,18.466
060816001001,271.011
060816004012,126.673
060816024003,0.0
060730098052,227.914
060730098053,109.385
060730098054,121.803
060730100011,66.015
060750102002,80.722
060379203293,18.138
060379203301,40.682
060379203341,49.153
060379203342,54.203
060379203343,82.837
060650456055,25.14
060650316021,4.243
060650401011,242.887
060650404051,77.0
060990020042,7.616
060379203221,43.566
060379203222,52.906
060650406071,23.238
060650406091,3.317
060650406112,23.043
060730083271,61.115
060730083272,61.992
060650406133,22.956
060650406151,24.434
